ensembl_gene_id	humantfs_gene_name	ensembl_transcript_id	tf_family	n_dbd
ENSG00000184828	ZBTB7C	ENST00000590855	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000587107	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000588970	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000586525	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000592387	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000586047	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000588053	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000591405	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000590178	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000588149	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000588566	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000593159	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000591526	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000590374	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000589170	C2H2 ZF	0
ENSG00000184828	ZBTB7C	ENST00000588028	C2H2 ZF	0
ENSG00000184895	SRY	ENST00000383070	HMG/Sox	1
ENSG00000184937	WT1	ENST00000332351	C2H2 ZF	4
ENSG00000184937	WT1	ENST00000379079	C2H2 ZF	4
ENSG00000184937	WT1	ENST00000448076	C2H2 ZF	4
ENSG00000184937	WT1	ENST00000452863	C2H2 ZF	4
ENSG00000184937	WT1	ENST00000530998	C2H2 ZF	4
ENSG00000184937	WT1	ENST00000639563	C2H2 ZF	4
ENSG00000184937	WT1	ENST00000640146	C2H2 ZF	4
ENSG00000184939	ZFP90	ENST00000563169	C2H2 ZF	13
ENSG00000184939	ZFP90	ENST00000570495	C2H2 ZF	13
ENSG00000184939	ZFP90	ENST00000573113	C2H2 ZF	0
ENSG00000184939	ZFP90	ENST00000611381	C2H2 ZF	0
ENSG00000185002	RFX6	ENST00000332958	RFX	1
ENSG00000185022	MAFF	ENST00000338483	bZIP	1
ENSG00000185022	MAFF	ENST00000407965	bZIP	1
ENSG00000185022	MAFF	ENST00000441709	bZIP	1
ENSG00000185022	MAFF	ENST00000538999	bZIP	1
ENSG00000185122	HSF1	ENST00000528838	HSF	1
ENSG00000185155	MIXL1	ENST00000366810	Homeodomain	1
ENSG00000185155	MIXL1	ENST00000542034	Homeodomain	1
ENSG00000185177	ZNF479	ENST00000319636	C2H2 ZF	12
ENSG00000185177	ZNF479	ENST00000331162	C2H2 ZF	12
ENSG00000185219	ZNF445	ENST00000396077	C2H2 ZF	14
ENSG00000185219	ZNF445	ENST00000425708	C2H2 ZF	14
ENSG00000185238	PRMT3	ENST00000331079	C2H2 ZF	1
ENSG00000185238	PRMT3	ENST00000437750	C2H2 ZF	1
ENSG00000185252	ZNF74	ENST00000400451	C2H2 ZF	12
ENSG00000185252	ZNF74	ENST00000611540	C2H2 ZF	12
ENSG00000185252	ZNF74	ENST00000403682	C2H2 ZF	0
ENSG00000185252	ZNF74	ENST00000357502	C2H2 ZF	0
ENSG00000185278	ZBTB37	ENST00000367701	C2H2 ZF	3
ENSG00000185278	ZBTB37	ENST00000367704	C2H2 ZF	0
ENSG00000185404	SP140L	ENST00000243810	SAND	1
ENSG00000185404	SP140L	ENST00000396563	SAND	1
ENSG00000185404	SP140L	ENST00000458341	SAND	0
ENSG00000185507	IRF7	ENST00000348655	IRF	1
ENSG00000185507	IRF7	ENST00000397566	IRF	1
ENSG00000185507	IRF7	ENST00000397570	IRF	1
ENSG00000185507	IRF7	ENST00000525445	IRF	1
ENSG00000185513	L3MBTL1	ENST00000373134	C2H2 ZF	1
ENSG00000185513	L3MBTL1	ENST00000373135	C2H2 ZF	1
ENSG00000185513	L3MBTL1	ENST00000418998	C2H2 ZF	1
ENSG00000185513	L3MBTL1	ENST00000422861	C2H2 ZF	1
ENSG00000185551	NR2F2	ENST00000394166	Nuclear receptor	1
ENSG00000185551	NR2F2	ENST00000394171	Nuclear receptor	0
ENSG00000185551	NR2F2	ENST00000421109	Nuclear receptor	0
ENSG00000185551	NR2F2	ENST00000453270	Nuclear receptor	0
ENSG00000185551	NR2F2	ENST00000559679	Nuclear receptor	0
ENSG00000185591	SP1	ENST00000327443	C2H2 ZF	3
ENSG00000185591	SP1	ENST00000426431	C2H2 ZF	3
ENSG00000185591	SP1	ENST00000548560	C2H2 ZF	0
ENSG00000185610	DBX2	ENST00000332700	Homeodomain	1
ENSG00000185630	PBX1	ENST00000367897	Homeodomain	1
ENSG00000185630	PBX1	ENST00000420696	Homeodomain	1
ENSG00000185630	PBX1	ENST00000540236	Homeodomain	1
ENSG00000185630	PBX1	ENST00000627490	Homeodomain	1
ENSG00000185630	PBX1	ENST00000485769	Homeodomain	0
ENSG00000185668	POU3F1	ENST00000373012	Homeodomain; POU	2
ENSG00000185669	SNAI3	ENST00000332281	C2H2 ZF	5
ENSG00000185670	ZBTB3	ENST00000394807	C2H2 ZF	2
ENSG00000185697	MYBL1	ENST00000522677	Myb/SANT	3
ENSG00000185697	MYBL1	ENST00000524176	Myb/SANT	3
ENSG00000185730	ZNF696	ENST00000330143	C2H2 ZF	9
ENSG00000185730	ZNF696	ENST00000521537	C2H2 ZF	0
ENSG00000185811	IKZF1	ENST00000331340	C2H2 ZF	6
ENSG00000185811	IKZF1	ENST00000359197	C2H2 ZF	5
ENSG00000185811	IKZF1	ENST00000438033	C2H2 ZF	5
ENSG00000185811	IKZF1	ENST00000439701	C2H2 ZF	5
ENSG00000185811	IKZF1	ENST00000612658	C2H2 ZF	3
ENSG00000185811	IKZF1	ENST00000413698	C2H2 ZF	0
ENSG00000185811	IKZF1	ENST00000492782	C2H2 ZF	0
ENSG00000185811	IKZF1	ENST00000426121	C2H2 ZF	0
ENSG00000185869	ZNF829	ENST00000391711	C2H2 ZF	9
ENSG00000185869	ZNF829	ENST00000520965	C2H2 ZF	9
ENSG00000185947	ZNF267	ENST00000300870	C2H2 ZF	15
ENSG00000185947	ZNF267	ENST00000394846	C2H2 ZF	0
ENSG00000185960	SHOX	ENST00000381575	Homeodomain	1
ENSG00000185960	SHOX	ENST00000381578	Homeodomain	1
ENSG00000186017	ZNF566	ENST00000424129	C2H2 ZF	7
ENSG00000186017	ZNF566	ENST00000434377	C2H2 ZF	7
ENSG00000186017	ZNF566	ENST00000452939	C2H2 ZF	1
ENSG00000186017	ZNF566	ENST00000493391	C2H2 ZF	7
ENSG00000186017	ZNF566	ENST00000427002	C2H2 ZF	0
ENSG00000186020	ZNF529	ENST00000334116	C2H2 ZF	9
ENSG00000186020	ZNF529	ENST00000591340	C2H2 ZF	9
ENSG00000186026	ZNF284	ENST00000421176	C2H2 ZF	13
ENSG00000186051	TAL2	ENST00000334077	bHLH	1
ENSG00000186103	ARGFX	ENST00000334384	Homeodomain	1
ENSG00000186130	ZBTB6	ENST00000373659	C2H2 ZF	4
ENSG00000186230	ZNF749	ENST00000334181	C2H2 ZF	16
ENSG00000186272	ZNF17	ENST00000307658	C2H2 ZF	18
ENSG00000186272	ZNF17	ENST00000601808	C2H2 ZF	18
ENSG00000186300	ZNF555	ENST00000334241	C2H2 ZF	15
ENSG00000186300	ZNF555	ENST00000591539	C2H2 ZF	15
ENSG00000186350	RXRA	ENST00000481739	Nuclear receptor	1
ENSG00000186376	ZNF75D	ENST00000370764	C2H2 ZF	5
ENSG00000186376	ZNF75D	ENST00000370766	C2H2 ZF	5
ENSG00000186446	ZNF501	ENST00000396048	C2H2 ZF	9
ENSG00000186446	ZNF501	ENST00000620116	C2H2 ZF	9
ENSG00000186448	ZNF197	ENST00000344387	C2H2 ZF	22
ENSG00000186448	ZNF197	ENST00000396058	C2H2 ZF	22
ENSG00000186448	ZNF197	ENST00000383744	C2H2 ZF	0
ENSG00000186448	ZNF197	ENST00000383745	C2H2 ZF	0
ENSG00000186448	ZNF197	ENST00000412641	C2H2 ZF	0
ENSG00000186487	MYT1L	ENST00000399161	C2H2 ZF	6
ENSG00000186487	MYT1L	ENST00000407844	C2H2 ZF	1
ENSG00000186487	MYT1L	ENST00000428368	C2H2 ZF	6
ENSG00000186487	MYT1L	ENST00000471668	C2H2 ZF	2
ENSG00000186487	MYT1L	ENST00000485348	C2H2 ZF	1
ENSG00000186496	ZNF396	ENST00000306346	C2H2 ZF	2
ENSG00000186496	ZNF396	ENST00000589332	C2H2 ZF	3
ENSG00000186496	ZNF396	ENST00000585522	C2H2 ZF	0
ENSG00000186496	ZNF396	ENST00000586687	C2H2 ZF	0
ENSG00000186564	FOXD2	ENST00000334793	Forkhead	1
ENSG00000186660	ZFP91	ENST00000316059	C2H2 ZF	5
ENSG00000186766	FOXI2	ENST00000388920	Forkhead	1
ENSG00000186777	ZNF732	ENST00000419098	C2H2 ZF	15
ENSG00000186777	ZNF732	ENST00000619749	C2H2 ZF	15
ENSG00000186790	FOXE3	ENST00000335071	Forkhead	1
ENSG00000186812	ZNF397	ENST00000330501	C2H2 ZF	9
ENSG00000186812	ZNF397	ENST00000261333	C2H2 ZF	0
ENSG00000186812	ZNF397	ENST00000591206	C2H2 ZF	0
ENSG00000186814	ZSCAN30	ENST00000333206	C2H2 ZF	7
ENSG00000186814	ZSCAN30	ENST00000420878	C2H2 ZF	7
ENSG00000186814	ZSCAN30	ENST00000588448	C2H2 ZF	0
ENSG00000186814	ZSCAN30	ENST00000589178	C2H2 ZF	0
ENSG00000186918	ZNF395	ENST00000344423	C2H2 ZF	1
ENSG00000186918	ZNF395	ENST00000523095	C2H2 ZF	1
ENSG00000186918	ZNF395	ENST00000523202	C2H2 ZF	1
ENSG00000186918	ZNF395	ENST00000517459	C2H2 ZF	0
ENSG00000186951	PPARA	ENST00000402126	Nuclear receptor	1
ENSG00000186951	PPARA	ENST00000407236	Nuclear receptor	1
ENSG00000186951	PPARA	ENST00000420804	Nuclear receptor	1
ENSG00000186951	PPARA	ENST00000440343	Nuclear receptor	0
ENSG00000187079	TEAD1	ENST00000334310	TEA	1
ENSG00000187079	TEAD1	ENST00000527636	TEA	1
ENSG00000187079	TEAD1	ENST00000638666	TEA	1
ENSG00000187079	TEAD1	ENST00000526600	TEA	0
ENSG00000187098	MITF	ENST00000314557	bHLH	1
ENSG00000187098	MITF	ENST00000314589	bHLH	1
ENSG00000187098	MITF	ENST00000352241	bHLH	1
ENSG00000187098	MITF	ENST00000394351	bHLH	1
ENSG00000187098	MITF	ENST00000472437	bHLH	1
ENSG00000187098	MITF	ENST00000531774	bHLH	1
ENSG00000187098	MITF	ENST00000394348	bHLH	0
ENSG00000187098	MITF	ENST00000457080	bHLH	0
ENSG00000187140	FOXD3	ENST00000371116	Forkhead	1
ENSG00000187187	ZNF546	ENST00000347077	C2H2 ZF	22
ENSG00000187187	ZNF546	ENST00000600094	C2H2 ZF	22
ENSG00000187559	FOXD4L3	ENST00000342833	Forkhead	1
ENSG00000187595	ZNF385C	ENST00000461831	C2H2 ZF	1
ENSG00000187605	TET3	ENST00000409262	CxxC ZF	1
ENSG00000187607	ZNF286A	ENST00000464847	C2H2 ZF	10
ENSG00000187607	ZNF286A	ENST00000583566	C2H2 ZF	10
ENSG00000187607	ZNF286A	ENST00000395894	C2H2 ZF	0
ENSG00000187607	ZNF286A	ENST00000472486	C2H2 ZF	0
ENSG00000187607	ZNF286A	ENST00000481540	C2H2 ZF	0
ENSG00000187626	ZKSCAN4	ENST00000377294	C2H2 ZF	7
ENSG00000187772	LIN28B	ENST00000345080	CSD	1
ENSG00000187792	ZNF70	ENST00000341976	C2H2 ZF	11
ENSG00000187801	ZFP69B	ENST00000361584	C2H2 ZF	9
ENSG00000187801	ZFP69B	ENST00000484445	C2H2 ZF	0
ENSG00000187815	ZFP69	ENST00000372705	C2H2 ZF	9
ENSG00000187815	ZFP69	ENST00000372706	C2H2 ZF	9
ENSG00000187821	HELT	ENST00000338875	bHLH	1
ENSG00000187821	HELT	ENST00000505610	bHLH	1
ENSG00000187821	HELT	ENST00000515777	bHLH	1
ENSG00000187855	ASCL4	ENST00000342331	bHLH	1
ENSG00000187987	ZSCAN23	ENST00000289788	C2H2 ZF	5
ENSG00000188033	ZNF490	ENST00000311437	C2H2 ZF	13
ENSG00000188070	C11orf95	ENST00000338498	C2H2 ZF	1
ENSG00000188070	C11orf95	ENST00000433688	C2H2 ZF	4
ENSG00000188095	MESP2	ENST00000341735	bHLH	1
ENSG00000188095	MESP2	ENST00000560219	bHLH	0
ENSG00000188171	ZNF626	ENST00000601440	C2H2 ZF	12
ENSG00000188171	ZNF626	ENST00000291750	C2H2 ZF	0
ENSG00000188227	ZNF793	ENST00000627814	C2H2 ZF	6
ENSG00000188227	ZNF793	ENST00000587986	C2H2 ZF	0
ENSG00000188227	ZNF793	ENST00000588578	C2H2 ZF	0
ENSG00000188283	ZNF383	ENST00000352998	C2H2 ZF	11
ENSG00000188283	ZNF383	ENST00000589413	C2H2 ZF	11
ENSG00000188290	HES4	ENST00000304952	bHLH	1
ENSG00000188290	HES4	ENST00000428771	bHLH	1
ENSG00000188295	ZNF669	ENST00000343381	C2H2 ZF	9
ENSG00000188295	ZNF669	ENST00000448299	C2H2 ZF	9
ENSG00000188321	ZNF559	ENST00000393883	C2H2 ZF	10
ENSG00000188321	ZNF559	ENST00000587557	C2H2 ZF	10
ENSG00000188321	ZNF559	ENST00000603380	C2H2 ZF	10
ENSG00000188321	ZNF559	ENST00000605750	C2H2 ZF	10
ENSG00000188321	ZNF559	ENST00000317221	C2H2 ZF	0
ENSG00000188321	ZNF559	ENST00000585352	C2H2 ZF	0
ENSG00000188321	ZNF559	ENST00000586255	C2H2 ZF	0
ENSG00000188321	ZNF559	ENST00000592298	C2H2 ZF	0
ENSG00000188321	ZNF559	ENST00000592504	C2H2 ZF	0
ENSG00000188321	ZNF559	ENST00000592896	C2H2 ZF	0
ENSG00000188620	HMX3	ENST00000357878	Homeodomain	1
ENSG00000188629	ZNF177	ENST00000343499	C2H2 ZF	7
ENSG00000188629	ZNF177	ENST00000434737	C2H2 ZF	8
ENSG00000188629	ZNF177	ENST00000589262	C2H2 ZF	8
ENSG00000188785	ZNF548	ENST00000336128	C2H2 ZF	11
ENSG00000188785	ZNF548	ENST00000366197	C2H2 ZF	11
ENSG00000188786	MTF1	ENST00000373036	C2H2 ZF	6
ENSG00000188816	HMX2	ENST00000339992	Homeodomain	1
ENSG00000188868	ZNF563	ENST00000293725	C2H2 ZF	11
ENSG00000188909	BSX	ENST00000343035	Homeodomain	1
ENSG00000188994	ZNF292	ENST00000369577	C2H2 ZF	16
ENSG00000188994	ZNF292	ENST00000392985	C2H2 ZF	0
ENSG00000189042	ZNF567	ENST00000360729	C2H2 ZF	14
ENSG00000189042	ZNF567	ENST00000536254	C2H2 ZF	14
ENSG00000189042	ZNF567	ENST00000585696	C2H2 ZF	14
ENSG00000189042	ZNF567	ENST00000588311	C2H2 ZF	13
ENSG00000189042	ZNF567	ENST00000589264	C2H2 ZF	0
ENSG00000189079	ARID2	ENST00000334344	ARID/BRIGHT; C2H2 ZF; RFX	3
ENSG00000189079	ARID2	ENST00000422737	ARID/BRIGHT; C2H2 ZF; RFX	3
ENSG00000189079	ARID2	ENST00000444670	ARID/BRIGHT; C2H2 ZF; RFX	2
ENSG00000189079	ARID2	ENST00000457135	ARID/BRIGHT; C2H2 ZF; RFX	1
ENSG00000189120	SP6	ENST00000342234	C2H2 ZF	3
ENSG00000189120	SP6	ENST00000536300	C2H2 ZF	3
ENSG00000189144	ZNF573	ENST00000392138	C2H2 ZF	19
ENSG00000189144	ZNF573	ENST00000590414	C2H2 ZF	19
ENSG00000189164	ZNF527	ENST00000436120	C2H2 ZF	11
ENSG00000189164	ZNF527	ENST00000483919	C2H2 ZF	0
ENSG00000189180	ZNF33A	ENST00000432900	C2H2 ZF	16
ENSG00000189180	ZNF33A	ENST00000458705	C2H2 ZF	16
ENSG00000189180	ZNF33A	ENST00000628825	C2H2 ZF	16
ENSG00000189190	ZNF600	ENST00000338230	C2H2 ZF	19
ENSG00000189298	ZKSCAN3	ENST00000252211	C2H2 ZF	7
ENSG00000189298	ZKSCAN3	ENST00000341464	C2H2 ZF	7
ENSG00000189298	ZKSCAN3	ENST00000377255	C2H2 ZF	7
ENSG00000189299	FOXR2	ENST00000339140	Forkhead	1
ENSG00000189308	LIN54	ENST00000340417	TCR/CxC	2
ENSG00000189308	LIN54	ENST00000442461	TCR/CxC	2
ENSG00000189308	LIN54	ENST00000446851	TCR/CxC	2
ENSG00000189308	LIN54	ENST00000506560	TCR/CxC	2
ENSG00000189308	LIN54	ENST00000510557	TCR/CxC	2
ENSG00000196081	ZNF724	ENST00000418100	C2H2 ZF	16
ENSG00000196081	ZNF724	ENST00000597037	C2H2 ZF	0
ENSG00000196092	PAX5	ENST00000358127	Paired box	1
ENSG00000196092	PAX5	ENST00000377847	Paired box	1
ENSG00000196092	PAX5	ENST00000377852	Paired box	1
ENSG00000196092	PAX5	ENST00000377853	Paired box	1
ENSG00000196092	PAX5	ENST00000414447	Paired box	1
ENSG00000196092	PAX5	ENST00000446742	Paired box	1
ENSG00000196092	PAX5	ENST00000520154	Paired box	1
ENSG00000196092	PAX5	ENST00000520281	Paired box	1
ENSG00000196092	PAX5	ENST00000522003	Paired box	1
ENSG00000196092	PAX5	ENST00000523145	Paired box	1
ENSG00000196092	PAX5	ENST00000523241	Paired box	1
ENSG00000196092	PAX5	ENST00000524340	Paired box	0
ENSG00000196092	PAX5	ENST00000522932	Paired box	0
ENSG00000196109	ZNF676	ENST00000397121	C2H2 ZF	14
ENSG00000196110	ZNF699	ENST00000308650	C2H2 ZF	16
ENSG00000196110	ZNF699	ENST00000591998	C2H2 ZF	16
ENSG00000196132	MYT1	ENST00000328439	C2H2 ZF	7
ENSG00000196132	MYT1	ENST00000360149	C2H2 ZF	5
ENSG00000196150	ZNF250	ENST00000292579	C2H2 ZF	13
ENSG00000196150	ZNF250	ENST00000417550	C2H2 ZF	13
ENSG00000196152	ZNF79	ENST00000342483	C2H2 ZF	11
ENSG00000196152	ZNF79	ENST00000543471	C2H2 ZF	11
ENSG00000196152	ZNF79	ENST00000612342	C2H2 ZF	11
ENSG00000196172	ZNF681	ENST00000402377	C2H2 ZF	16
ENSG00000196172	ZNF681	ENST00000528059	C2H2 ZF	2
ENSG00000196172	ZNF681	ENST00000531570	C2H2 ZF	1
ENSG00000196214	ZNF766	ENST00000439461	C2H2 ZF	10
ENSG00000196214	ZNF766	ENST00000593612	C2H2 ZF	9
ENSG00000196214	ZNF766	ENST00000599581	C2H2 ZF	0
ENSG00000196233	LCOR	ENST00000356016	Pipsqueak	1
ENSG00000196233	LCOR	ENST00000371097	Pipsqueak	1
ENSG00000196233	LCOR	ENST00000371103	Pipsqueak	1
ENSG00000196233	LCOR	ENST00000540664	Pipsqueak	1
ENSG00000196233	LCOR	ENST00000286067	Pipsqueak	0
ENSG00000196247	ZNF107	ENST00000344930	C2H2 ZF	22
ENSG00000196247	ZNF107	ENST00000395391	C2H2 ZF	22
ENSG00000196247	ZNF107	ENST00000360117	C2H2 ZF	0
ENSG00000196263	ZNF471	ENST00000308031	C2H2 ZF	15
ENSG00000196263	ZNF471	ENST00000591537	C2H2 ZF	0
ENSG00000196267	ZNF836	ENST00000597252	C2H2 ZF	24
ENSG00000196267	ZNF836	ENST00000597065	C2H2 ZF	0
ENSG00000196268	ZNF493	ENST00000355504	C2H2 ZF	21
ENSG00000196268	ZNF493	ENST00000392288	C2H2 ZF	21
ENSG00000196268	ZNF493	ENST00000339914	C2H2 ZF	0
ENSG00000196268	ZNF493	ENST00000594390	C2H2 ZF	0
ENSG00000196268	ZNF493	ENST00000596302	C2H2 ZF	0
ENSG00000196268	ZNF493	ENST00000599461	C2H2 ZF	0
ENSG00000196275	GTF2IRD2	ENST00000451013	CENPB; GTF2I-like; Pipsqueak	2
ENSG00000196275	GTF2IRD2	ENST00000614386	CENPB; GTF2I-like; Pipsqueak	0
ENSG00000196323	ZBTB44	ENST00000357899	C2H2 ZF	4
ENSG00000196323	ZBTB44	ENST00000525842	C2H2 ZF	2
ENSG00000196323	ZBTB44	ENST00000529982	C2H2 ZF	2
ENSG00000196323	ZBTB44	ENST00000530205	C2H2 ZF	2
ENSG00000196345	ZKSCAN7	ENST00000273320	C2H2 ZF	13
ENSG00000196345	ZKSCAN7	ENST00000426540	C2H2 ZF	13
ENSG00000196345	ZKSCAN7	ENST00000447279	C2H2 ZF	5
ENSG00000196345	ZKSCAN7	ENST00000341840	C2H2 ZF	0
ENSG00000196345	ZKSCAN7	ENST00000419137	C2H2 ZF	0
ENSG00000196345	ZKSCAN7	ENST00000431636	C2H2 ZF	0
ENSG00000196350	ZNF729	ENST00000601693	C2H2 ZF	37
ENSG00000196357	ZNF565	ENST00000304116	C2H2 ZF	12
ENSG00000196357	ZNF565	ENST00000355114	C2H2 ZF	12
ENSG00000196357	ZNF565	ENST00000392173	C2H2 ZF	12
ENSG00000196357	ZNF565	ENST00000591473	C2H2 ZF	5
ENSG00000196378	ZNF34	ENST00000343459	C2H2 ZF	12
ENSG00000196378	ZNF34	ENST00000429371	C2H2 ZF	12
ENSG00000196381	ZNF781	ENST00000358582	C2H2 ZF	3
ENSG00000196381	ZNF781	ENST00000590008	C2H2 ZF	3
ENSG00000196387	ZNF140	ENST00000355557	C2H2 ZF	10
ENSG00000196387	ZNF140	ENST00000544426	C2H2 ZF	10
ENSG00000196387	ZNF140	ENST00000429434	C2H2 ZF	0
ENSG00000196387	ZNF140	ENST00000440550	C2H2 ZF	0
ENSG00000196391	ZNF774	ENST00000354377	C2H2 ZF	12
ENSG00000196391	ZNF774	ENST00000379090	C2H2 ZF	0
ENSG00000196391	ZNF774	ENST00000558586	C2H2 ZF	0
ENSG00000196417	ZNF765	ENST00000396408	C2H2 ZF	11
ENSG00000196418	ZNF124	ENST00000340684	C2H2 ZF	7
ENSG00000196418	ZNF124	ENST00000543802	C2H2 ZF	8
ENSG00000196418	ZNF124	ENST00000472531	C2H2 ZF	0
ENSG00000196418	ZNF124	ENST00000491356	C2H2 ZF	0
ENSG00000196437	ZNF569	ENST00000316950	C2H2 ZF	18
ENSG00000196437	ZNF569	ENST00000392149	C2H2 ZF	18
ENSG00000196437	ZNF569	ENST00000392150	C2H2 ZF	18
ENSG00000196437	ZNF569	ENST00000448051	C2H2 ZF	18
ENSG00000196453	ZNF777	ENST00000247930	C2H2 ZF	9
ENSG00000196456	ZNF775	ENST00000329630	C2H2 ZF	11
ENSG00000196456	ZNF775	ENST00000490973	C2H2 ZF	2
ENSG00000196458	ZNF605	ENST00000360187	C2H2 ZF	17
ENSG00000196458	ZNF605	ENST00000392321	C2H2 ZF	17
ENSG00000196460	RFX8	ENST00000428343	RFX	0
ENSG00000196466	ZNF799	ENST00000419318	C2H2 ZF	18
ENSG00000196466	ZNF799	ENST00000430385	C2H2 ZF	18
ENSG00000196482	ESRRG	ENST00000359162	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000360012	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000361395	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000366937	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000366938	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000366940	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000408911	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000463665	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000475275	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000487276	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000493603	Nuclear receptor	1
ENSG00000196482	ESRRG	ENST00000493748	Nuclear receptor	1
ENSG00000196597	ZNF782	ENST00000481138	C2H2 ZF	13
ENSG00000196605	ZNF846	ENST00000397902	C2H2 ZF	12
ENSG00000196605	ZNF846	ENST00000588267	C2H2 ZF	5
ENSG00000196605	ZNF846	ENST00000592859	C2H2 ZF	5
ENSG00000196605	ZNF846	ENST00000586293	C2H2 ZF	0
ENSG00000196628	TCF4	ENST00000354452	bHLH	1
ENSG00000196628	TCF4	ENST00000356073	bHLH	1
ENSG00000196628	TCF4	ENST00000398339	bHLH	1
ENSG00000196628	TCF4	ENST00000457482	bHLH	1
ENSG00000196628	TCF4	ENST00000537578	bHLH	1
ENSG00000196628	TCF4	ENST00000537856	bHLH	1
ENSG00000196628	TCF4	ENST00000540999	bHLH	1
ENSG00000196628	TCF4	ENST00000543082	bHLH	1
ENSG00000196628	TCF4	ENST00000544241	bHLH	1
ENSG00000196628	TCF4	ENST00000561831	bHLH	1
ENSG00000196628	TCF4	ENST00000561992	bHLH	1
ENSG00000196628	TCF4	ENST00000564228	bHLH	1
ENSG00000196628	TCF4	ENST00000566286	bHLH	1
ENSG00000196628	TCF4	ENST00000567880	bHLH	1
ENSG00000196628	TCF4	ENST00000570177	bHLH	1
ENSG00000196628	TCF4	ENST00000570287	bHLH	1
ENSG00000196628	TCF4	ENST00000626631	bHLH	0
ENSG00000196628	TCF4	ENST00000570146	bHLH	0
ENSG00000196628	TCF4	ENST00000630828	bHLH	0
ENSG00000196628	TCF4	ENST00000568186	bHLH	0
ENSG00000196628	TCF4	ENST00000562638	bHLH	0
ENSG00000196628	TCF4	ENST00000562543	bHLH	0
ENSG00000196646	ZNF136	ENST00000343979	C2H2 ZF	14
ENSG00000196646	ZNF136	ENST00000439995	C2H2 ZF	0
ENSG00000196652	ZKSCAN5	ENST00000326775	C2H2 ZF	12
ENSG00000196652	ZKSCAN5	ENST00000394170	C2H2 ZF	12
ENSG00000196652	ZKSCAN5	ENST00000451158	C2H2 ZF	12
ENSG00000196653	ZNF502	ENST00000296091	C2H2 ZF	14
ENSG00000196653	ZNF502	ENST00000436624	C2H2 ZF	14
ENSG00000196670	ZFP62	ENST00000502412	C2H2 ZF	26
ENSG00000196670	ZFP62	ENST00000504225	C2H2 ZF	2
ENSG00000196670	ZFP62	ENST00000512132	C2H2 ZF	26
ENSG00000196693	ZNF33B	ENST00000359467	C2H2 ZF	16
ENSG00000196700	ZNF512B	ENST00000369888	C2H2 ZF	6
ENSG00000196705	ZNF431	ENST00000311048	C2H2 ZF	12
ENSG00000196705	ZNF431	ENST00000594425	C2H2 ZF	0
ENSG00000196724	ZNF418	ENST00000396147	C2H2 ZF	17
ENSG00000196724	ZNF418	ENST00000425570	C2H2 ZF	17
ENSG00000196724	ZNF418	ENST00000595830	C2H2 ZF	17
ENSG00000196724	ZNF418	ENST00000599852	C2H2 ZF	16
ENSG00000196724	ZNF418	ENST00000616958	C2H2 ZF	17
ENSG00000196757	ZNF700	ENST00000254321	C2H2 ZF	18
ENSG00000196757	ZNF700	ENST00000482090	C2H2 ZF	18
ENSG00000196767	POU3F4	ENST00000644024	Homeodomain; POU	2
ENSG00000196793	ZNF239	ENST00000306006	C2H2 ZF	9
ENSG00000196793	ZNF239	ENST00000374446	C2H2 ZF	9
ENSG00000196793	ZNF239	ENST00000426961	C2H2 ZF	9
ENSG00000196793	ZNF239	ENST00000535642	C2H2 ZF	9
ENSG00000196812	ZSCAN16	ENST00000340487	C2H2 ZF	4
ENSG00000196843	ARID5A	ENST00000357485	ARID/BRIGHT	1
ENSG00000196843	ARID5A	ENST00000454558	ARID/BRIGHT	1
ENSG00000196867	ZFP28	ENST00000301318	C2H2 ZF	14
ENSG00000196867	ZFP28	ENST00000591844	C2H2 ZF	0
ENSG00000196946	ZNF705A	ENST00000359286	C2H2 ZF	3
ENSG00000196967	ZNF585A	ENST00000292841	C2H2 ZF	21
ENSG00000196967	ZNF585A	ENST00000356958	C2H2 ZF	21
